x,y,z
10,4,4
22,26,10
19,14,12
6,29,12
3,17,14
15,20,7
22,19,7
14,25,4
19,7,9
6,22,9
18,8,5
6,25,14
3,10,11
18,11,10
15,16,9
6,15,6
22,14,13
2,14,12
14,17,5
6,18,11
5,19,7
23,11,5
2,7,9
23,20,10
6,10,12
14,6,4
6,3,9
14,5,8
5,7,10
17,5,5
1,16,10
20,10,0
13,14,5
18,19,5
1,9,7
13,7,2
21,18,6
5,29,11
21,21,11
2,17,13
5,22,8
21,13,12
17,23,8
4,18,6
21,6,9
17,16,5
12,8,11
24,14,9
4,14,8
20,20,4
20,23,9
17,8,6
9,30,11
17,11,11
4,6,9
8,10,8
16,12,7
20,16,6
28,18,5
17,4,8
19,17,2
16,5,4
20,9,3
25,15,12
20,8,7
20,11,12
12,14,4
9,18,14
9,2,6
21,24,12
12,7,1
12,26,14
19,5,5
3,8,7
22,10,0
3,11,12
24,25,9
4,24,12
6,16,7
23,25,9
3,4,9
15,7,2
22,5,6
4,17,9
6,9,4
16,23,7
15,19,12
27,22,5
23,21,11
14,20,8
14,4,0
7,24,13
23,14,8
6,4,10
7,17,10
19,23,8
4,5,12
10,25,10
7,10,7
19,16,5
14,8,11
26,14,9
18,17,1
3,19,7
10,17,11
22,23,9
19,8,6
1,19,13
19,11,11
10,10,8
10,13,13
22,16,6
6,19,8
10,6,10
2,8,6
2,11,11
5,16,6
13,5,11
17,14,1
26,25,9
10,28,11
25,18,2
5,4,9
25,21,7
20,14,2
17,18,12
26,17,10
9,24,9
8,4,6
13,27,12
25,13,8
29,17,7
9,17,6
13,20,9
13,4,1
13,23,14
25,9,10
13,13,6
9,12,12
21,15,5
13,16,11
0,11,9
12,17,7
24,23,5
9,5,9
13,8,12
17,17,2
12,12,13
4,15,5
15,17,8
17,29,12
12,5,10
24,8,3
24,11,8
15,10,5
23,12,4
25,24,8
8,14,10
15,13,10
27,16,3
9,27,10
4,3,8
16,25,14
8,7,7
20,13,5
15,5,11
7,11,8
19,14,1
16,18,11
20,22,10
16,2,3
28,24,9
25,12,11
7,4,5
12,27,11
19,26,11
16,11,8
9,15,13
16,14,13
28,17,6
10,8,4
12,20,8
12,23,13
3,22,10
15,28,8
10,20,14
10,4,6
6,29,14
15,20,9
22,19,9
15,23,14
14,25,6
6,22,11
23,16,1
18,8,7
3,10,13
15,16,11
14,17,7
26,23,5
23,11,7
2,7,11
14,10,4
7,14,9
26,16,2
6,3,11
14,5,10
26,11,8
18,14,0
21,21,0
17,5,7
1,16,12
10,7,7
13,14,7
1,9,9
9,3,5
13,7,4
21,18,8
13,2,10
12,4,2
17,27,8
17,20,5
25,22,4
17,23,10
4,18,8
25,15,1
20,27,9
17,15,11
16,17,3
24,14,11
9,21,8
20,20,6
20,23,11
17,8,8
9,30,13
17,11,13
9,14,5
4,6,11
29,14,6
8,10,10
16,12,9
28,15,2
13,17,8
20,16,8
28,18,7
0,15,11
19,17,4
16,5,6
28,11,4
20,8,9
12,14,6
9,2,8
3,16,8
12,7,3
19,5,7
3,8,9
22,10,2
15,14,7
12,2,9
4,24,14
6,16,9
11,3,5
23,25,11
15,7,4
14,8,0
24,17,12
4,17,11
6,9,6
16,23,9
6,8,10
27,22,7
14,4,2
19,27,8
16,15,10
23,14,10
10,29,10
7,17,12
19,20,5
19,23,10
10,22,7
3,26,12
10,25,12
7,10,9
19,16,7
26,14,11
18,17,3
3,19,9
15,25,7
10,17,13
22,23,11
2,23,10
19,8,8
19,11,13
10,10,10
18,12,9
22,16,8
6,19,10
5,20,6
2,8,8
14,14,6
17,14,3
6,7,13
5,9,5
25,25,7
17,7,0
17,6,4
17,9,9
10,28,13
8,8,6
20,14,4
9,24,11
8,4,8
20,7,1
13,27,14
25,13,10
21,20,1
1,6,8
21,23,6
13,20,11
21,22,10
13,4,3
13,13,8
21,15,7
13,16,13
12,17,9
24,23,7
9,5,11
17,17,4
4,15,7
15,17,10
12,5,12
4,8,4
24,8,5
24,11,10
16,14,2
23,12,6
25,24,10
8,14,12
15,13,12
20,17,5
27,16,5
7,15,8
9,27,12
4,3,10
16,6,3
8,7,9
20,13,7
7,8,5
7,11,10
19,14,3
16,18,13
16,2,5
10,16,5
7,4,7
19,7,0
12,27,13
28,17,8
18,11,1
10,8,6
12,20,10
22,14,4
15,28,10
10,4,8
22,7,1
4,21,13
6,13,8
23,23,6
15,20,11
6,22,13
23,16,3
6,6,5
23,15,7
15,16,13
23,18,12
14,17,9
26,23,7
23,11,9
10,26,9
14,10,6
7,14,11
26,16,4
10,19,6
29,15,5
26,11,10
18,14,2
21,21,2
17,5,9
10,7,9
13,14,9
22,13,7
1,9,11
9,3,7
13,7,6
12,8,2
24,14,0
21,18,10
5,13,7
17,27,10
17,11,2
17,20,7
25,22,6
17,23,12
4,18,10
16,24,8
25,15,3
20,27,11
17,15,13
9,18,5
9,21,10
20,20,8
28,22,7
17,8,10
25,10,9
9,14,7
4,6,13
16,12,11
28,15,4
13,17,10
20,16,10
28,18,9
12,18,6
19,17,6
12,21,11
9,6,8
16,5,8
3,20,8
9,9,13
28,11,6
20,8,11
12,14,8
9,2,10
3,16,10
3,15,14
12,7,5
19,5,9
3,8,11
15,14,9
27,17,2
27,20,7
12,2,11
16,27,9
6,16,11
23,6,0
15,7,6
7,29,11
27,13,4
14,8,2
4,17,13
16,23,11
6,8,12
7,5,4
14,4,4
19,27,10
16,15,12
10,29,12
28,21,10
10,13,4
7,17,14
19,20,7
19,23,12
3,26,14
19,16,9
19,15,13
18,17,5
1,7,7
3,19,11
15,25,9
13,5,2
2,23,12
19,8,10
10,10,12
22,16,10
2,16,9
2,15,13
6,19,12
18,5,8
5,20,8
2,8,10
17,18,3
14,14,8
17,14,5
25,25,9
25,9,1
17,6,6
17,9,11
9,12,3
8,8,8
20,14,6
1,10,8
9,24,13
21,27,6
13,8,3
20,7,3
13,11,8
1,6,10
13,20,13
9,0,6
21,22,12
13,4,5
12,5,1
21,15,9
24,20,4
17,24,9
24,23,9
15,5,2
17,17,6
4,15,9
16,21,7
15,17,12
25,12,2
24,8,7
4,8,6
16,14,4
23,12,8
20,17,7
27,16,7
7,15,10
9,27,14
19,21,8
16,6,5
8,7,11
16,9,10
20,13,9
7,8,7
7,11,12
19,14,5
16,2,7
18,15,1
3,17,7
10,16,7
7,4,9
19,7,2
12,11,7
18,11,3
10,8,8
12,20,12
22,14,6
4,26,9
10,1,5
15,28,12
10,4,10
22,7,3
23,20,3
6,10,5
23,23,8
6,13,10
15,20,13
15,4,5
7,26,10
14,5,1
6,6,7
23,15,9
14,17,11
26,23,9
23,11,11
10,26,11
5,2,9
7,14,13
26,16,6
26,15,10
10,19,8
13,26,8
29,15,7
21,21,4
21,14,1
10,7,11
21,13,5
13,14,11
22,13,9
9,3,9
13,7,8
13,6,12
12,8,4
24,14,2
5,13,9
17,27,12
17,11,4
17,20,9
25,22,8
17,4,1
9,25,10
16,24,10
13,29,9
25,15,5
8,5,7
20,8,0
20,11,5
9,18,7
9,21,12
20,20,10
28,22,9
20,4,2
9,14,9
16,12,13
28,15,6
13,17,12
3,11,5
12,18,8
12,21,13
24,24,6
9,6,10
3,20,10
21,12,8
15,26,8
12,14,10
15,19,5
23,21,4
12,7,7
12,6,11
4,12,8
23,14,1
3,8,13
15,14,11
27,17,4
27,20,9
4,5,5
16,27,11
6,16,13
23,6,2
15,7,8
23,9,7
27,13,6
14,8,4
26,14,2
16,23,13
10,17,4
7,5,6
19,27,12
19,11,4
14,3,10
10,29,14
10,13,6
19,20,9
10,6,3
15,29,9
18,17,7
1,7,9
3,19,13
23,24,5
15,25,11
2,20,9
13,5,4
2,23,14
5,28,9
22,16,12
14,19,4
7,23,9
6,19,14
18,5,10
2,8,12
17,18,5
14,14,10
26,17,3
26,20,8
25,13,1
13,30,10
17,14,7
13,23,7
25,9,3
1,18,9
17,6,8
9,12,5
13,16,4
8,8,10
20,14,8
1,10,10
21,27,8
13,8,5
13,11,10
12,12,6
9,0,8
13,4,7
12,5,3
24,27,9
24,11,1
21,15,11
3,7,5
15,13,3
24,20,6
17,24,11
24,23,11
16,25,7
15,5,4
17,17,8
29,23,6
24,15,12
4,15,11
16,18,4
16,21,9
20,25,8
15,17,14
7,20,6
25,12,4
24,8,9
16,11,1
9,15,6
16,14,6
23,12,10
20,17,9
7,15,12
19,21,10
16,6,7
8,7,13
10,20,7
16,9,12
28,12,5
20,13,11
7,8,9
19,14,7
3,17,9
15,23,7
19,7,4
12,11,9
14,24,3
18,8,0
6,25,9
3,10,6
18,11,5
15,16,4
10,8,10
12,20,14
22,14,8
2,14,7
4,26,11
6,18,6
11,5,2
23,27,8
6,17,10
10,1,7
23,11,0
10,4,12
22,7,5
2,6,8
23,20,5
6,10,7
23,23,10
6,13,12
15,4,7
7,26,12
14,5,3
6,6,9
23,15,11
5,7,5
7,18,13
17,5,0
10,26,13
10,19,10
13,26,10
22,25,8
6,28,10
21,18,1
21,21,6
22,17,9
2,17,8
13,2,3
14,23,6
18,6,7
5,25,8
10,7,13
21,13,7
13,14,13
22,13,11
5,18,5
9,3,11
17,15,4
24,14,4
5,10,6
17,8,1
17,11,6
4,6,4
16,12,2
20,16,1
25,22,10
8,12,12
17,4,3
9,25,12
13,29,11
25,15,7
8,5,9
20,8,2
20,11,7
9,18,9
9,21,14
21,24,7
20,20,12
20,4,4
12,26,9
19,5,0
12,25,13
9,14,11
28,15,8
13,17,14
3,11,7
12,18,10
24,24,8
9,6,12
3,20,12
21,12,10
15,26,10
22,5,1
12,14,12
23,21,6
14,20,3
7,24,8
12,6,13
4,12,10
6,4,5
16,15,3
23,14,3
15,14,13
7,17,5
27,17,6
4,5,7
16,27,13
23,6,4
15,7,10
23,9,9
27,13,8
14,8,6
7,12,11
26,14,4
10,17,6
7,5,8
19,8,1
19,11,6
10,10,3
18,12,2
10,13,8
22,16,1
19,20,11
15,29,11
10,5,9
2,11,6
23,24,7
15,25,13
2,20,11
13,5,6
14,26,9
6,7,6
7,23,11
17,18,7
14,14,12
26,17,5
29,24,5
26,20,10
25,13,3
13,30,12
17,13,13
13,23,9
25,9,5
1,18,11
17,6,10
9,12,7
21,15,0
13,16,6
8,8,12
13,15,10
20,14,10
1,10,12
9,5,4
13,8,7
13,11,12
12,12,8
24,18,6
13,4,9
15,17,3
12,5,5
24,27,11
24,11,3
15,13,5
17,24,13
11,2,3
16,25,9
20,13,0
15,5,6
17,17,10
25,19,9
27,11,4
29,23,8
4,15,13
16,18,6
16,21,11
28,24,4
25,12,6
12,30,11
9,15,8
16,14,8
16,13,12
23,12,12
20,17,11
12,23,8
7,15,14
19,21,12
16,6,9
3,25,10
10,20,9
28,12,7
3,24,14
20,13,13
7,8,11
19,14,9
3,17,11
15,23,9
12,11,11
14,24,5
6,25,11
3,10,8
15,16,6
10,8,12
23,18,5
22,14,10
2,14,9
11,5,4
23,27,10
6,17,12
23,11,2
15,8,7
22,7,7
15,11,12
7,14,4
2,6,10
6,10,9
14,12,8
15,4,9
7,26,14
6,3,6
14,5,5
6,6,11
26,11,3
23,15,13
5,7,7
17,5,2
19,24,13
10,7,2
22,13,0
10,19,12
22,25,10
2,24,13
6,28,12
21,18,3
5,29,8
21,21,8
22,17,11
2,17,10
13,2,5
14,23,8
18,6,9
5,25,10
21,13,9
21,6,6
21,9,11
17,15,6
14,11,11
5,10,8
20,23,6
17,8,3
25,10,2
17,11,8
4,6,6
16,12,4
20,16,3
20,15,7
17,4,5
20,18,12
16,5,1
9,25,14
13,29,13
9,9,6
8,5,11
20,8,4
20,11,9
9,18,11
21,24,9
3,15,7
19,5,2
28,15,10
3,8,4
3,11,9
15,14,2
12,18,12
12,2,4
24,24,10
4,24,9
21,12,12
23,25,6
3,4,6
15,26,12
22,5,3
4,17,6
6,8,5
23,21,8
7,24,10
4,12,12
6,4,7
16,15,5
23,14,5
28,21,3
23,13,9
27,17,8
7,17,7
4,5,9
23,6,6
23,9,11
10,24,11
0,14,9
14,8,8
19,16,2
7,12,13
26,14,6
16,3,8
10,17,8
22,23,6
7,5,10
19,8,3
1,19,10
19,11,8
10,10,5
18,12,4
3,14,10
10,13,10
22,16,3
15,29,13
